qp_id,subtopic_code,question_possibility
U1_CH13_ST5_QP006,U1_CH13_ST5,Pattern Based Reduction
U1_CH13_ST5_QP007,U1_CH13_ST5,Exponent Comparison
U1_CH13_ST5_QP008,U1_CH13_ST5,Nested Exponent
U1_CH13_ST5_QP009,U1_CH13_ST5,Integrated Modular Arithmetic
U1_CH13_ST5_QP010,U1_CH13_ST5,Statement Verification
U1_CH13_ST5_QP011,U1_CH13_ST5,Application Problem
U1_CH13_ST5_QP012,U1_CH13_ST5,Error Detection
U1_CH14_ST1_QP001,U1_CH14_ST1,Definition of Positional Number System
U1_CH14_ST1_QP002,U1_CH14_ST1,Identify Base of a Number
U1_CH14_ST1_QP003,U1_CH14_ST1,Valid Digit Identification
U1_CH14_ST1_QP004,U1_CH14_ST1,Invalid Digit Detection
U1_CH14_ST1_QP005,U1_CH14_ST1,Expanded Form Representation
U1_CH14_ST1_QP006,U1_CH14_ST1,Place Value Identification
U1_CH14_ST1_QP007,U1_CH14_ST1,Digit Value Calculation
U1_CH14_ST1_QP008,U1_CH14_ST1,Unknown Base Identification
U1_CH14_ST1_QP009,U1_CH14_ST1,Equivalent Representation
U1_CH14_ST1_QP010,U1_CH14_ST1,Statement Verification
U1_CH14_ST1_QP011,U1_CH14_ST1,Application Problem
U1_CH14_ST1_QP012,U1_CH14_ST1,Error Detection
U1_CH14_ST2_QP001,U1_CH14_ST2,Decimal to Binary Conversion
U1_CH14_ST2_QP002,U1_CH14_ST2,Repeated Division Method
U1_CH14_ST2_QP003,U1_CH14_ST2,Binary Representation of Zero
U1_CH14_ST2_QP004,U1_CH14_ST2,Binary Representation of One
U1_CH14_ST2_QP005,U1_CH14_ST2,Large Decimal Conversion
U1_CH14_ST2_QP006,U1_CH14_ST2,Missing Binary Digit
U1_CH14_ST2_QP007,U1_CH14_ST2,Identify Incorrect Conversion
U1_CH14_ST2_QP008,U1_CH14_ST2,Binary Place Value Verification
U1_CH14_ST2_QP009,U1_CH14_ST2,Statement Verification
U1_CH14_ST2_QP010,U1_CH14_ST2,Application Problem
U1_CH14_ST2_QP011,U1_CH14_ST2,Reverse Reasoning
U1_CH14_ST2_QP012,U1_CH14_ST2,Error Detection
U1_CH14_ST3_QP001,U1_CH14_ST3,Binary to Decimal Conversion
U1_CH14_ST3_QP002,U1_CH14_ST3,Weighted Sum Method
U1_CH14_ST3_QP003,U1_CH14_ST3,Large Binary Conversion
U1_CH14_ST3_QP004,U1_CH14_ST3,Missing Decimal Value
U1_CH14_ST3_QP005,U1_CH14_ST3,Expanded Binary Form
U1_CH14_ST3_QP006,U1_CH14_ST3,Identify Incorrect Conversion
U1_CH14_ST3_QP007,U1_CH14_ST3,Place Value Method
U1_CH14_ST3_QP008,U1_CH14_ST3,Equivalent Binary Numbers
U1_CH14_ST3_QP009,U1_CH14_ST3,Statement Verification
U1_CH14_ST3_QP010,U1_CH14_ST3,Application Problem
U1_CH14_ST3_QP011,U1_CH14_ST3,Reverse Reasoning
U1_CH14_ST3_QP012,U1_CH14_ST3,Error Detection
U1_CH14_ST4_QP001,U1_CH14_ST4,Definition of Octal System
U1_CH14_ST4_QP002,U1_CH14_ST4,Definition of Hexadecimal System
U1_CH14_ST4_QP003,U1_CH14_ST4,Valid Octal Digit
U1_CH14_ST4_QP004,U1_CH14_ST4,Valid Hexadecimal Digit
U1_CH14_ST4_QP005,U1_CH14_ST4,Octal to Decimal Conversion
U1_CH14_ST4_QP006,U1_CH14_ST4,Hexadecimal to Decimal Conversion
U1_CH14_ST4_QP007,U1_CH14_ST4,Binary to Octal Conversion
U1_CH14_ST4_QP008,U1_CH14_ST4,Binary to Hexadecimal Conversion
U1_CH14_ST4_QP009,U1_CH14_ST4,Statement Verification
U1_CH14_ST4_QP010,U1_CH14_ST4,Application Problem
U1_CH14_ST4_QP011,U1_CH14_ST4,Reverse Conversion
U1_CH14_ST4_QP012,U1_CH14_ST4,Error Detection
U1_CH14_ST5_QP001,U1_CH14_ST5,Decimal to Base-n Conversion
U1_CH14_ST5_QP002,U1_CH14_ST5,Base-n to Decimal Conversion
U1_CH14_ST5_QP003,U1_CH14_ST5,Binary to Octal
U1_CH14_ST5_QP004,U1_CH14_ST5,Octal to Binary
U1_CH14_ST5_QP005,U1_CH14_ST5,Binary to Hexadecimal
U1_CH14_ST5_QP006,U1_CH14_ST5,Hexadecimal to Binary
U1_CH14_ST5_QP007,U1_CH14_ST5,Octal to Hexadecimal
U1_CH14_ST5_QP008,U1_CH14_ST5,Hexadecimal to Octal
U1_CH14_ST5_QP009,U1_CH14_ST5,Unknown Base Problem
U1_CH14_ST5_QP010,U1_CH14_ST5,Mixed Base Conversion Chain
U1_CH14_ST5_QP011,U1_CH14_ST5,Statement Verification
U1_CH14_ST5_QP012,U1_CH14_ST5,Error Detection
U1_CH15_ST1_QP001,U1_CH15_ST1,Definition of Indices
U1_CH15_ST1_QP002,U1_CH15_ST1,Product Law of Indices
U1_CH15_ST1_QP003,U1_CH15_ST1,Quotient Law of Indices
U1_CH15_ST1_QP004,U1_CH15_ST1,Power of a Power
U1_CH15_ST1_QP005,U1_CH15_ST1,Power of a Product
U1_CH15_ST1_QP006,U1_CH15_ST1,Power of a Quotient
U1_CH15_ST1_QP007,U1_CH15_ST1,Zero Exponent Rule
U1_CH15_ST1_QP008,U1_CH15_ST1,Negative Exponent Rule
U1_CH15_ST1_QP009,U1_CH15_ST1,Simplify using Laws of Indices
U1_CH15_ST1_QP010,U1_CH15_ST1,Identify Applicable Law
U1_CH15_ST1_QP011,U1_CH15_ST1,Statement Verification
U1_CH15_ST1_QP012,U1_CH15_ST1,Error Detection
U1_CH15_ST2_QP001,U1_CH15_ST2,Definition of Rational Exponents
U1_CH15_ST2_QP002,U1_CH15_ST2,Fractional Exponent Evaluation
U1_CH15_ST2_QP003,U1_CH15_ST2,Convert Radical to Exponent Form
U1_CH15_ST2_QP004,U1_CH15_ST2,Convert Exponent to Radical Form
U1_CH15_ST2_QP005,U1_CH15_ST2,Simplify Rational Exponents
U1_CH15_ST2_QP006,U1_CH15_ST2,Negative Rational Exponents
U1_CH15_ST2_QP007,U1_CH15_ST2,Equivalent Expressions
U1_CH15_ST2_QP008,U1_CH15_ST2,Compare Rational Exponents
U1_CH15_ST2_QP009,U1_CH15_ST2,Parameter Based Evaluation
U1_CH15_ST2_QP010,U1_CH15_ST2,Statement Verification
U1_CH15_ST2_QP011,U1_CH15_ST2,Application Problem
U1_CH15_ST2_QP012,U1_CH15_ST2,Error Detection
U1_CH15_ST3_QP001,U1_CH15_ST3,Simplify Single Surd
U1_CH15_ST3_QP002,U1_CH15_ST3,Simplify Product of Surds
U1_CH15_ST3_QP003,U1_CH15_ST3,Simplify Quotient of Surds
U1_CH15_ST3_QP004,U1_CH15_ST3,Simplify Mixed Surds
U1_CH15_ST3_QP005,U1_CH15_ST3,Like Surd Identification
U1_CH15_ST3_QP006,U1_CH15_ST3,Unlike Surd Identification
U1_CH15_ST3_QP007,U1_CH15_ST3,Addition of Like Surds
U1_CH15_ST3_QP008,U1_CH15_ST3,Subtraction of Like Surds
U1_CH15_ST3_QP009,U1_CH15_ST3,Expression Simplification
U1_CH15_ST3_QP010,U1_CH15_ST3,Statement Verification
U1_CH15_ST3_QP011,U1_CH15_ST3,Application Problem
U1_CH15_ST3_QP012,U1_CH15_ST3,Error Detection
U1_CH15_ST4_QP001,U1_CH15_ST4,Rationalize Monomial Denominator
U1_CH15_ST4_QP002,U1_CH15_ST4,Rationalize Binomial Denominator
U1_CH15_ST4_QP003,U1_CH15_ST4,Identify Conjugate
U1_CH15_ST4_QP004,U1_CH15_ST4,Use of Conjugate
U1_CH15_ST4_QP005,U1_CH15_ST4,Simplify after Rationalization
U1_CH15_ST4_QP006,U1_CH15_ST4,Rationalize Complex Expression
U1_CH15_ST4_QP007,U1_CH15_ST4,Missing Rationalization Step
U1_CH15_ST4_QP008,U1_CH15_ST4,Equivalent Rationalized Forms
U1_CH15_ST4_QP009,U1_CH15_ST4,Parameter Based Rationalization
U1_CH15_ST4_QP010,U1_CH15_ST4,Statement Verification
U1_CH15_ST4_QP011,U1_CH15_ST4,Application Problem
U1_CH15_ST4_QP012,U1_CH15_ST4,Error Detection
U1_CH15_ST5_QP001,U1_CH15_ST5,Simplify Nested Surd
U1_CH15_ST5_QP002,U1_CH15_ST5,Denest Simple Surd
U1_CH15_ST5_QP003,U1_CH15_ST5,Denest Double Nested Surd
U1_CH15_ST5_QP004,U1_CH15_ST5,Nested Surd Identity
U1_CH15_ST5_QP005,U1_CH15_ST5,Parameter Based Nested Surd
U1_CH15_ST5_QP006,U1_CH15_ST5,Equivalent Nested Forms
U1_CH15_ST5_QP007,U1_CH15_ST5,Nested Surd Equation
U1_CH15_ST5_QP008,U1_CH15_ST5,Nested Surd Comparison
U1_CH15_ST5_QP009,U1_CH15_ST5,Multi-step Simplification
U1_CH15_ST5_QP010,U1_CH15_ST5,Statement Verification
U1_CH15_ST5_QP011,U1_CH15_ST5,Application Problem
U1_CH15_ST5_QP012,U1_CH15_ST5,Error Detection
U1_CH16_ST1_QP001,U1_CH16_ST1,Definition of Logarithm
U1_CH16_ST1_QP002,U1_CH16_ST1,Convert Exponential Form to Logarithmic Form
U1_CH16_ST1_QP003,U1_CH16_ST1,Convert Logarithmic Form to Exponential Form
U1_CH16_ST1_QP004,U1_CH16_ST1,Evaluate Basic Logarithm
U1_CH16_ST1_QP005,U1_CH16_ST1,Identify Base of Logarithm
U1_CH16_ST1_QP006,U1_CH16_ST1,Identify Argument of Logarithm
U1_CH16_ST1_QP007,U1_CH16_ST1,Domain of Logarithm
U1_CH16_ST1_QP008,U1_CH16_ST1,Conditions for Existence
U1_CH16_ST1_QP009,U1_CH16_ST1,Special Logarithm Values
U1_CH16_ST1_QP010,U1_CH16_ST1,Statement Verification
U1_CH16_ST1_QP011,U1_CH16_ST1,Application Problem
U1_CH16_ST1_QP012,U1_CH16_ST1,Error Detection
U1_CH16_ST2_QP001,U1_CH16_ST2,Product Rule
U1_CH16_ST2_QP002,U1_CH16_ST2,Quotient Rule
U1_CH16_ST2_QP003,U1_CH16_ST2,Power Rule
U1_CH16_ST2_QP004,U1_CH16_ST2,Expansion of Logarithmic Expression
U1_CH16_ST2_QP005,U1_CH16_ST2,Condensation of Logarithmic Expression
U1_CH16_ST2_QP006,U1_CH16_ST2,Simplify Logarithmic Expression
U1_CH16_ST2_QP007,U1_CH16_ST2,Identify Applicable Law
U1_CH16_ST2_QP008,U1_CH16_ST2,Multiple Law Application
U1_CH16_ST2_QP009,U1_CH16_ST2,Equivalent Expressions
U1_CH16_ST2_QP010,U1_CH16_ST2,Statement Verification
U1_CH16_ST2_QP011,U1_CH16_ST2,Application Problem
U1_CH16_ST2_QP012,U1_CH16_ST2,Error Detection
U1_CH16_ST3_QP001,U1_CH16_ST3,Apply Change of Base Formula
U1_CH16_ST3_QP002,U1_CH16_ST3,Convert to Common Logarithm
U1_CH16_ST3_QP003,U1_CH16_ST3,Convert to Natural Logarithm
U1_CH16_ST3_QP004,U1_CH16_ST3,Simplify using Change of Base
U1_CH16_ST3_QP005,U1_CH16_ST3,Evaluate Logarithm with Arbitrary Base
U1_CH16_ST3_QP006,U1_CH16_ST3,Parameter Based Evaluation
U1_CH16_ST3_QP007,U1_CH16_ST3,Identify Incorrect Transformation
U1_CH16_ST3_QP008,U1_CH16_ST3,Equivalent Base Conversion
U1_CH16_ST3_QP009,U1_CH16_ST3,Statement Verification
U1_CH16_ST3_QP010,U1_CH16_ST3,Integrated Logarithm Problem
U1_CH16_ST3_QP011,U1_CH16_ST3,Application Problem
U1_CH16_ST3_QP012,U1_CH16_ST3,Error Detection
U1_CH16_ST4_QP001,U1_CH16_ST4,Definition of Characteristic
U1_CH16_ST4_QP002,U1_CH16_ST4,Definition of Mantissa
U1_CH16_ST4_QP003,U1_CH16_ST4,Find Characteristic
U1_CH16_ST4_QP004,U1_CH16_ST4,Find Mantissa
U1_CH16_ST4_QP005,U1_CH16_ST4,Characteristic of Numbers Greater than One
U1_CH16_ST4_QP006,U1_CH16_ST4,Characteristic of Decimal Numbers
U1_CH16_ST4_QP007,U1_CH16_ST4,Characteristic of Numbers Less than One
U1_CH16_ST4_QP008,U1_CH16_ST4,Use of Logarithm Tables
U1_CH16_ST4_QP009,U1_CH16_ST4,Statement Verification
U1_CH16_ST4_QP010,U1_CH16_ST4,Application Problem
U1_CH16_ST4_QP011,U1_CH16_ST4,Reverse Identification
U1_CH16_ST4_QP012,U1_CH16_ST4,Error Detection
U1_CH16_ST5_QP001,U1_CH16_ST5,Solve Basic Logarithmic Equation
U1_CH16_ST5_QP002,U1_CH16_ST5,Solve Equation using Log Laws
U1_CH16_ST5_QP003,U1_CH16_ST5,Solve Exponential-Logarithmic Equation
U1_CH16_ST5_QP004,U1_CH16_ST5,Parameter Based Equation
U1_CH16_ST5_QP005,U1_CH16_ST5,Multiple Solution Analysis
U1_CH16_ST5_QP006,U1_CH16_ST5,Extraneous Root Identification
U1_CH16_ST5_QP007,U1_CH16_ST5,Equation with Different Bases
U1_CH16_ST5_QP008,U1_CH16_ST5,Nested Logarithm Equation
U1_CH16_ST5_QP009,U1_CH16_ST5,Statement Verification
U1_CH16_ST5_QP010,U1_CH16_ST5,Integrated Mixed Problem
U1_CH16_ST5_QP011,U1_CH16_ST5,Application Problem
U1_CH16_ST5_QP012,U1_CH16_ST5,Error Detection
U1_CH16_ST6_QP001,U1_CH16_ST6,Solve Basic Logarithmic Inequality
U1_CH16_ST6_QP002,U1_CH16_ST6,Increasing Base Inequality
U1_CH16_ST6_QP003,U1_CH16_ST6,Decreasing Base Inequality
U1_CH16_ST6_QP004,U1_CH16_ST6,Domain Restricted Inequality
U1_CH16_ST6_QP005,U1_CH16_ST6,Interval Solution
U1_CH16_ST6_QP006,U1_CH16_ST6,Graphical Interpretation
U1_CH16_ST6_QP007,U1_CH16_ST6,Parameter Based Inequality
U1_CH16_ST6_QP008,U1_CH16_ST6,Multiple Logarithm Inequality
U1_CH16_ST6_QP009,U1_CH16_ST6,Statement Verification
U1_CH16_ST6_QP010,U1_CH16_ST6,Solution Set Identification
U1_CH16_ST6_QP011,U1_CH16_ST6,Application Problem
U1_CH16_ST6_QP012,U1_CH16_ST6,Error Detection
U1_CH2_ST1_QP001,U1_CH2_ST1,Definition of Rational Number
U1_CH2_ST1_QP002,U1_CH2_ST1,Identify Rational Number
U1_CH2_ST1_QP003,U1_CH2_ST1,Identify Non-Rational Number
U1_CH2_ST1_QP004,U1_CH2_ST1,Representation as p by q Form
U1_CH2_ST1_QP005,U1_CH2_ST1,Condition for Rational Number
U1_CH2_ST1_QP006,U1_CH2_ST1,Denominator Cannot Be Zero
U1_CH2_ST1_QP007,U1_CH2_ST1,Numerator and Denominator Identification
U1_CH2_ST1_QP008,U1_CH2_ST1,Positive Rational Number Identification
U1_CH2_ST1_QP009,U1_CH2_ST1,Negative Rational Number Identification
U1_CH2_ST1_QP010,U1_CH2_ST1,Zero as Rational Number
U1_CH2_ST1_QP011,U1_CH2_ST1,Unit Fraction Identification
U1_CH2_ST1_QP012,U1_CH2_ST1,Proper Rational Number
U1_CH2_ST1_QP013,U1_CH2_ST1,Improper Rational Number
U1_CH2_ST1_QP014,U1_CH2_ST1,Standard Form Verification
U1_CH2_ST1_QP015,U1_CH2_ST1,Conversion to Standard Form
U1_CH2_ST1_QP016,U1_CH2_ST1,Lowest Form Verification
U1_CH2_ST1_QP017,U1_CH2_ST1,Equivalent Representation Recognition
U1_CH2_ST1_QP018,U1_CH2_ST1,Rational Number Classification from Expression
U1_CH2_ST1_QP019,U1_CH2_ST1,Statement Based Classification
U1_CH2_ST1_QP020,U1_CH2_ST1,Error Detection in Rational Form
U1_CH2_ST2_QP001,U1_CH2_ST2,Definition of Equivalent Rational Numbers
U1_CH2_ST2_QP002,U1_CH2_ST2,Identify Equivalent Fractions
U1_CH2_ST2_QP003,U1_CH2_ST2,Generate Equivalent Rational Number
U1_CH2_ST2_QP004,U1_CH2_ST2,Simplification of Rational Numbers
U1_CH2_ST2_QP005,U1_CH2_ST2,Cross Multiplication Verification
U1_CH2_ST2_QP006,U1_CH2_ST2,Missing Numerator
U1_CH2_ST2_QP007,U1_CH2_ST2,Missing Denominator
U1_CH2_ST2_QP008,U1_CH2_ST2,Multiple Equivalent Forms
U1_CH2_ST2_QP009,U1_CH2_ST2,False Equivalence Detection
U1_CH2_ST2_QP010,U1_CH2_ST2,Ordering Using Equivalent Forms
U1_CH2_ST2_QP011,U1_CH2_ST2,Lowest Equivalent Form
U1_CH2_ST2_QP012,U1_CH2_ST2,Ratio Based Equivalence
U1_CH2_ST2_QP013,U1_CH2_ST2,Equivalent Rational Expression
U1_CH2_ST2_QP014,U1_CH2_ST2,Statement Verification
U1_CH2_ST2_QP015,U1_CH2_ST2,Counterexample to Equivalence
U1_CH2_ST3_QP001,U1_CH2_ST3,Addition of Rational Numbers
U1_CH2_ST3_QP002,U1_CH2_ST3,Subtraction of Rational Numbers
U1_CH2_ST3_QP003,U1_CH2_ST3,Multiplication of Rational Numbers
U1_CH2_ST3_QP004,U1_CH2_ST3,Division of Rational Numbers
U1_CH2_ST3_QP005,U1_CH2_ST3,Addition with Same Denominator
U1_CH2_ST3_QP006,U1_CH2_ST3,Addition with Different Denominators
U1_CH2_ST3_QP007,U1_CH2_ST3,Negative Rational Operations
U1_CH2_ST3_QP008,U1_CH2_ST3,Zero Operation Cases
U1_CH2_ST3_QP009,U1_CH2_ST3,Reciprocal Based Division
U1_CH2_ST3_QP010,U1_CH2_ST3,Mixed Operations
U1_CH2_ST3_QP011,U1_CH2_ST3,Operation Order Based Questions
U1_CH2_ST3_QP012,U1_CH2_ST3,Missing Value Problems
U1_CH2_ST3_QP013,U1_CH2_ST3,Simplification After Operation
U1_CH2_ST3_QP014,U1_CH2_ST3,Expression Evaluation
U1_CH2_ST3_QP015,U1_CH2_ST3,Error Detection in Calculation
U1_CH2_ST4_QP001,U1_CH2_ST4,Definition of Density Property
U1_CH2_ST4_QP002,U1_CH2_ST4,Identify Rational Number Between Two Numbers
U1_CH2_ST4_QP003,U1_CH2_ST4,Find One Rational Number Between Two Numbers
U1_CH2_ST4_QP004,U1_CH2_ST4,Find Two Rational Numbers Between Two Numbers
U1_CH2_ST4_QP005,U1_CH2_ST4,Find Multiple Rational Numbers Between Two Numbers
U1_CH2_ST4_QP006,U1_CH2_ST4,Infinite Rational Numbers Between Two Numbers
U1_CH2_ST4_QP007,U1_CH2_ST4,Average Method
U1_CH2_ST4_QP008,U1_CH2_ST4,Scaling Method
U1_CH2_ST4_QP009,U1_CH2_ST4,Ordering using Density Property
U1_CH2_ST4_QP010,U1_CH2_ST4,Statement Verification
U1_CH2_ST4_QP011,U1_CH2_ST4,Counterexample
U1_CH2_ST4_QP012,U1_CH2_ST4,Application of Density Property
U1_CH2_ST5_QP001,U1_CH2_ST5,Fraction to Decimal Conversion
U1_CH2_ST5_QP002,U1_CH2_ST5,Decimal to Fraction Conversion
U1_CH2_ST5_QP003,U1_CH2_ST5,Identify Terminating Decimal
U1_CH2_ST5_QP004,U1_CH2_ST5,Identify Non-Terminating Decimal
U1_CH2_ST5_QP005,U1_CH2_ST5,Identify Recurring Decimal
U1_CH2_ST5_QP006,U1_CH2_ST5,Predict Decimal Nature
U1_CH2_ST5_QP007,U1_CH2_ST5,Decimal Expansion by Long Division
U1_CH2_ST5_QP008,U1_CH2_ST5,Equivalent Decimal Representation
U1_CH2_ST5_QP009,U1_CH2_ST5,Compare Decimal Representations
U1_CH2_ST5_QP010,U1_CH2_ST5,Statement Based Decimal Classification
U1_CH2_ST5_QP011,U1_CH2_ST5,Error Detection
U1_CH2_ST5_QP012,U1_CH2_ST5,Mixed Decimal Reasoning
U1_CH2_ST6_QP001,U1_CH2_ST6,Definition of Recurring Decimal
U1_CH2_ST6_QP002,U1_CH2_ST6,Pure Recurring Decimal
U1_CH2_ST6_QP003,U1_CH2_ST6,Mixed Recurring Decimal
U1_CH2_ST6_QP004,U1_CH2_ST6,Convert Recurring Decimal to Fraction
U1_CH2_ST6_QP005,U1_CH2_ST6,Convert Fraction to Recurring Decimal
U1_CH2_ST6_QP006,U1_CH2_ST6,Identify Repeating Block
U1_CH2_ST6_QP007,U1_CH2_ST6,Equivalent Recurring Decimals
U1_CH2_ST6_QP008,U1_CH2_ST6,Compare Recurring Decimals
U1_CH2_ST6_QP009,U1_CH2_ST6,Ordering of Recurring Decimals
U1_CH2_ST6_QP010,U1_CH2_ST6,Statement Verification
U1_CH2_ST6_QP011,U1_CH2_ST6,Error Detection
U1_CH2_ST6_QP012,U1_CH2_ST6,Application Problems
U1_CH2_ST7_QP001,U1_CH2_ST7,Closure Property
U1_CH2_ST7_QP002,U1_CH2_ST7,Commutative Property
U1_CH2_ST7_QP003,U1_CH2_ST7,Associative Property
U1_CH2_ST7_QP004,U1_CH2_ST7,Distributive Property
U1_CH2_ST7_QP005,U1_CH2_ST7,Additive Identity
U1_CH2_ST7_QP006,U1_CH2_ST7,Multiplicative Identity
U1_CH2_ST7_QP007,U1_CH2_ST7,Additive Inverse
U1_CH2_ST7_QP008,U1_CH2_ST7,Multiplicative Inverse
U1_CH2_ST7_QP009,U1_CH2_ST7,Property Identification
U1_CH2_ST7_QP010,U1_CH2_ST7,Statement Verification
U1_CH2_ST7_QP011,U1_CH2_ST7,Counterexample
U1_CH2_ST7_QP012,U1_CH2_ST7,Mixed Property Application
U1_CH2_ST8_QP001,U1_CH2_ST8,Word Problem involving Rational Numbers
U1_CH2_ST8_QP002,U1_CH2_ST8,Sharing Problems
U1_CH2_ST8_QP003,U1_CH2_ST8,Distance Problems
U1_CH2_ST8_QP004,U1_CH2_ST8,Measurement Problems
U1_CH2_ST8_QP005,U1_CH2_ST8,Time and Work Context
U1_CH2_ST8_QP006,U1_CH2_ST8,Ratio Context
U1_CH2_ST8_QP007,U1_CH2_ST8,Financial Context
U1_CH2_ST8_QP008,U1_CH2_ST8,Temperature Context
U1_CH2_ST8_QP009,U1_CH2_ST8,Multi-step Application
U1_CH2_ST8_QP010,U1_CH2_ST8,Real-life Modelling
U1_CH2_ST8_QP011,U1_CH2_ST8,Statement Based Application
U1_CH2_ST8_QP012,U1_CH2_ST8,Integrated Mixed Concept Problem
U1_CH3_ST1_QP001,U1_CH3_ST1,Definition of Irrational Number
U1_CH3_ST1_QP002,U1_CH3_ST1,Identify Irrational Number
U1_CH3_ST1_QP003,U1_CH3_ST1,Identify Rational Number
U1_CH3_ST1_QP004,U1_CH3_ST1,Classification of Given Number
U1_CH3_ST1_QP005,U1_CH3_ST1,Irrational Number from Expression
U1_CH3_ST1_QP006,U1_CH3_ST1,Square Root Classification
U1_CH3_ST1_QP007,U1_CH3_ST1,Cube Root Classification
U1_CH3_ST1_QP008,U1_CH3_ST1,Perfect Square Recognition
U1_CH3_ST1_QP009,U1_CH3_ST1,Perfect Cube Recognition
U1_CH3_ST1_QP010,U1_CH3_ST1,Equivalent Irrational Expressions
U1_CH3_ST1_QP011,U1_CH3_ST1,Statement Verification
U1_CH3_ST1_QP012,U1_CH3_ST1,Error Detection
U1_CH3_ST2_QP001,U1_CH3_ST2,Identify Non-Terminating Non-Recurring Decimal
U1_CH3_ST2_QP002,U1_CH3_ST2,Identify Recurring Decimal
U1_CH3_ST2_QP003,U1_CH3_ST2,Decimal Classification
U1_CH3_ST2_QP004,U1_CH3_ST2,Expansion Pattern Recognition
U1_CH3_ST2_QP005,U1_CH3_ST2,Terminating vs Non-Terminating Comparison
U1_CH3_ST2_QP006,U1_CH3_ST2,Recurring vs Non-Recurring Comparison
U1_CH3_ST2_QP007,U1_CH3_ST2,Identify Irrational from Decimal Form
U1_CH3_ST2_QP008,U1_CH3_ST2,Statement Verification
U1_CH3_ST2_QP009,U1_CH3_ST2,Error Detection
U1_CH3_ST2_QP010,U1_CH3_ST2,Mixed Decimal Reasoning
U1_CH3_ST3_QP001,U1_CH3_ST3,Addition of Irrationals
U1_CH3_ST3_QP002,U1_CH3_ST3,Subtraction of Irrationals
U1_CH3_ST3_QP003,U1_CH3_ST3,Multiplication of Irrationals
U1_CH3_ST3_QP004,U1_CH3_ST3,Division of Irrationals
U1_CH3_ST3_QP005,U1_CH3_ST3,Rational plus Irrational
U1_CH3_ST3_QP006,U1_CH3_ST3,Rational minus Irrational
U1_CH3_ST3_QP007,U1_CH3_ST3,Rational multiplied by Irrational
U1_CH3_ST3_QP008,U1_CH3_ST3,Rational divided by Irrational
U1_CH3_ST3_QP009,U1_CH3_ST3,Closure Investigation
U1_CH3_ST3_QP010,U1_CH3_ST3,Counterexample
U1_CH3_ST3_QP011,U1_CH3_ST3,Statement Verification
U1_CH3_ST3_QP012,U1_CH3_ST3,Property Identification
U1_CH3_ST4_QP001,U1_CH3_ST4,Simplification of Irrational Expressions
U1_CH3_ST4_QP002,U1_CH3_ST4,Addition of Unlike Surds
U1_CH3_ST4_QP003,U1_CH3_ST4,Addition of Like Surds
U1_CH3_ST4_QP004,U1_CH3_ST4,Subtraction of Surds
U1_CH3_ST4_QP005,U1_CH3_ST4,Multiplication of Surds
U1_CH3_ST4_QP006,U1_CH3_ST4,Division of Surds
U1_CH3_ST4_QP007,U1_CH3_ST4,Expansion of Irrational Expressions
U1_CH3_ST4_QP008,U1_CH3_ST4,Factorization involving Surds
U1_CH3_ST4_QP009,U1_CH3_ST4,Mixed Rational-Irrational Operations
U1_CH3_ST4_QP010,U1_CH3_ST4,Expression Evaluation
U1_CH3_ST4_QP011,U1_CH3_ST4,Error Detection
U1_CH3_ST4_QP012,U1_CH3_ST4,Multi-step Simplification
U1_CH3_ST5_QP001,U1_CH3_ST5,Definition of Rationalization
U1_CH3_ST5_QP002,U1_CH3_ST5,Rationalize Simple Denominator
U1_CH3_ST5_QP003,U1_CH3_ST5,Rationalize Binomial Denominator
U1_CH3_ST5_QP004,U1_CH3_ST5,Conjugate Identification
U1_CH3_ST5_QP005,U1_CH3_ST5,Use of Conjugate
U1_CH3_ST5_QP006,U1_CH3_ST5,Simplify after Rationalization
U1_CH3_ST5_QP007,U1_CH3_ST5,Equivalent Rationalized Forms
U1_CH3_ST5_QP008,U1_CH3_ST5,Missing Step Identification
U1_CH3_ST5_QP009,U1_CH3_ST5,Statement Verification
U1_CH3_ST5_QP010,U1_CH3_ST5,Error Detection
U1_CH3_ST5_QP011,U1_CH3_ST5,Multi-step Rationalization
U1_CH3_ST5_QP012,U1_CH3_ST5,Application of Rationalization
U1_CH4_ST1_QP001,U1_CH4_ST1,Definition of Real Numbers
U1_CH4_ST1_QP002,U1_CH4_ST1,Identify Real Number
U1_CH4_ST1_QP003,U1_CH4_ST1,Identify Non-Real Number
U1_CH4_ST1_QP004,U1_CH4_ST1,Classification into Rational or Irrational
U1_CH4_ST1_QP005,U1_CH4_ST1,Classification of Mixed Numbers
U1_CH4_ST1_QP006,U1_CH4_ST1,Subset Identification
U1_CH4_ST1_QP007,U1_CH4_ST1,Smallest Applicable Number Set
U1_CH4_ST1_QP008,U1_CH4_ST1,Hierarchy of Real Number System
U1_CH4_ST1_QP009,U1_CH4_ST1,Membership Verification
U1_CH4_ST1_QP010,U1_CH4_ST1,Statement Verification
U1_CH4_ST1_QP011,U1_CH4_ST1,Counterexample
U1_CH4_ST1_QP012,U1_CH4_ST1,Error Detection
U1_CH4_ST2_QP001,U1_CH4_ST2,Definition of Density Property
U1_CH4_ST2_QP002,U1_CH4_ST2,One Real Number Between Two Numbers
U1_CH4_ST2_QP003,U1_CH4_ST2,Multiple Real Numbers Between Two Numbers
U1_CH4_ST2_QP004,U1_CH4_ST2,Infinite Real Numbers Between Two Numbers
